timestamp,soft_xray_flux,hard_xray_flux,label,flare_class
2026-06-13 12:03:00+00:00,5.94466541770089e-07,1.3828987954767058e-09,0,
2026-06-13 12:04:00+00:00,5.864245622433373e-07,2.3389119530037306e-09,0,
2026-06-13 12:05:00+00:00,5.796366053800739e-07,3.7034155742077246e-09,0,
2026-06-13 12:06:00+00:00,5.744334998780687e-07,2.084202144203573e-09,0,
2026-06-13 12:07:00+00:00,5.682870778400684e-07,3.2572688990484266e-09,0,
2026-06-13 12:08:00+00:00,5.663560500579479e-07,3.9099710136270005e-09,0,
2026-06-13 12:09:00+00:00,5.601573320745956e-07,2.021586231748529e-09,0,
2026-06-13 12:10:00+00:00,5.616920475404186e-07,2.3351767186596817e-09,0,
2026-06-13 12:11:00+00:00,5.657172437167901e-07,3.325638431306288e-09,0,
2026-06-13 12:12:00+00:00,5.729041276936186e-07,3.363046507942613e-09,0,
2026-06-13 12:13:00+00:00,5.818450290462351e-07,3.7206393521671544e-09,0,
2026-06-13 12:14:00+00:00,5.908744356020179e-07,4.821970378543483e-09,0,
2026-06-13 12:15:00+00:00,6.064600484023686e-07,6.604827351708309e-09,0,
2026-06-13 12:16:00+00:00,6.172214739308401e-07,7.897846820981158e-09,0,
2026-06-13 12:17:00+00:00,6.237872298697766e-07,7.42128225539318e-09,0,
2026-06-13 12:18:00+00:00,6.30375893706514e-07,8.853645816486733e-09,0,
2026-06-13 12:19:00+00:00,6.384604489539925e-07,7.733739870730005e-09,0,
2026-06-13 12:20:00+00:00,6.446007319027558e-07,8.274049001499861e-09,0,
2026-06-13 12:21:00+00:00,6.505787837340904e-07,7.994270134759063e-09,0,
2026-06-13 12:22:00+00:00,6.52555513624975e-07,9.049589522192036e-09,0,
2026-06-13 12:23:00+00:00,6.44955946427217e-07,8.850263633064515e-09,0,
2026-06-13 12:24:00+00:00,6.392892828444019e-07,7.542904967294817e-09,0,
2026-06-13 12:25:00+00:00,6.317318366200197e-07,6.983526201764789e-09,0,
2026-06-13 12:26:00+00:00,6.218405701474694e-07,7.981558525216315e-09,0,
2026-06-13 12:27:00+00:00,6.175167186484032e-07,7.631550502651407e-09,0,
2026-06-13 12:28:00+00:00,6.180176796988235e-07,6.389965889752602e-09,0,
2026-06-13 12:29:00+00:00,6.377903787324612e-07,7.173312166486312e-09,0,
2026-06-13 12:30:00+00:00,6.489693760158843e-07,7.433893056685292e-09,0,
2026-06-13 12:31:00+00:00,6.476317366832518e-07,7.392913836667958e-09,0,
2026-06-13 12:32:00+00:00,6.510467187581526e-07,5.1215911511803824e-09,0,
2026-06-13 12:33:00+00:00,6.416402698050661e-07,7.062036289084972e-09,0,
2026-06-13 12:34:00+00:00,6.310683602350764e-07,6.137950148144e-09,0,
2026-06-13 12:35:00+00:00,6.24243227775878e-07,5.785061318874796e-09,0,
2026-06-13 12:36:00+00:00,6.19622426256683e-07,5.705239392028716e-09,0,
2026-06-13 12:37:00+00:00,6.170693040985498e-07,3.877366427929019e-09,0,
2026-06-13 12:38:00+00:00,6.157612233437249e-07,4.377768814123328e-09,0,
2026-06-13 12:39:00+00:00,6.183707910167868e-07,2.414864086475177e-09,0,
2026-06-13 12:40:00+00:00,6.221438866305107e-07,4.613996296143341e-09,1,C2.5
2026-06-13 12:41:00+00:00,6.356230528581364e-07,6.698130494697807e-09,1,C2.5
2026-06-13 12:42:00+00:00,6.510105663437571e-07,8.080602853510754e-09,1,C2.5
2026-06-13 12:43:00+00:00,6.775573524464562e-07,8.733904266478021e-09,1,C2.5
2026-06-13 12:44:00+00:00,7.101588153091143e-07,1.0424947127773976e-08,1,C2.5
2026-06-13 12:45:00+00:00,7.547581049038854e-07,1.3199117354645296e-08,1,C2.5
2026-06-13 12:46:00+00:00,8.008298664208269e-07,1.4313318530412289e-08,1,C2.5
2026-06-13 12:47:00+00:00,8.615519391241833e-07,1.9282103025375363e-08,1,C2.5
2026-06-13 12:48:00+00:00,9.43918507800845e-07,2.7131390467616257e-08,1,C2.5
2026-06-13 12:49:00+00:00,1.0429107533127535e-06,3.399468795350913e-08,1,C2.5
2026-06-13 12:50:00+00:00,1.1472845926618902e-06,4.3924533343897565e-08,1,C2.5
2026-06-13 12:51:00+00:00,1.2631205663637957e-06,5.27878185607733e-08,1,C2.5
2026-06-13 12:52:00+00:00,1.373908162349835e-06,5.892423615705411e-08,1,C2.5
2026-06-13 12:53:00+00:00,1.4690032230646466e-06,6.462788348926551e-08,1,C2.5
2026-06-13 12:54:00+00:00,1.577247417117178e-06,7.110935484888614e-08,1,C2.5
2026-06-13 12:55:00+00:00,1.6793977692941553e-06,7.818145775218e-08,1,C2.5
2026-06-13 12:56:00+00:00,1.7692163964966312e-06,8.218832192596892e-08,1,C2.5
2026-06-13 12:57:00+00:00,1.8681724895941443e-06,8.671408124882873e-08,1,C2.5
2026-06-13 12:58:00+00:00,1.968885499081807e-06,9.655742871927941e-08,1,C2.5
2026-06-13 12:59:00+00:00,2.051023784588324e-06,1.0223378410501027e-07,1,C2.5
2026-06-13 13:00:00+00:00,2.1153639409021707e-06,1.07536983762202e-07,1,C2.5
2026-06-13 13:01:00+00:00,2.195849674535566e-06,1.1389792575755564e-07,1,C2.5
2026-06-13 13:02:00+00:00,2.2680917481920915e-06,1.2343497246547486e-07,1,C2.5
2026-06-13 13:03:00+00:00,2.333139718757593e-06,1.3087853290016938e-07,1,C2.5
2026-06-13 13:04:00+00:00,2.3921429601614363e-06,1.3401260900991474e-07,1,C2.5
2026-06-13 13:05:00+00:00,2.4334465251740767e-06,1.3704979551221186e-07,1,C2.5
2026-06-13 13:06:00+00:00,2.4596283765276894e-06,1.379628429276636e-07,1,C2.5
2026-06-13 13:07:00+00:00,2.4842447601258755e-06,1.387967074606422e-07,1,C2.5
2026-06-13 13:08:00+00:00,2.5128820198005997e-06,1.4021119909557456e-07,1,C2.5
2026-06-13 13:09:00+00:00,2.5237200134142768e-06,1.4014716498422786e-07,1,C2.5
2026-06-13 13:10:00+00:00,2.514081643312238e-06,1.362561903306414e-07,1,C2.5
2026-06-13 13:11:00+00:00,2.511026195861632e-06,1.3545958665872604e-07,1,C2.5
2026-06-13 13:12:00+00:00,2.5081824333028635e-06,1.3208514815232775e-07,1,C2.5
2026-06-13 13:13:00+00:00,2.497484729246935e-06,1.28672709820421e-07,1,C2.5
2026-06-13 13:14:00+00:00,2.492934982001316e-06,1.2504817448188987e-07,1,C2.5
2026-06-13 13:15:00+00:00,2.4864586976036662e-06,1.247671974624609e-07,1,C2.5
2026-06-13 13:16:00+00:00,2.4604651116533205e-06,1.2054876208367205e-07,1,C2.5
2026-06-13 13:17:00+00:00,2.4456367100356147e-06,1.1867037130741664e-07,1,C2.5
2026-06-13 13:18:00+00:00,2.426686933176825e-06,1.1759074425299332e-07,1,C2.5
2026-06-13 13:19:00+00:00,2.398658807578613e-06,1.1239215780278755e-07,1,C2.5
2026-06-13 13:20:00+00:00,2.3627944756299257e-06,1.0868860300661254e-07,1,C2.5
2026-06-13 13:21:00+00:00,2.3339882773143472e-06,1.0563289265519415e-07,1,C2.5
2026-06-13 13:22:00+00:00,2.3055604287947062e-06,1.0344197676204203e-07,1,C2.5
2026-06-13 13:23:00+00:00,2.2598658233619062e-06,9.779511600527258e-08,1,C2.5
2026-06-13 13:24:00+00:00,2.2260587684286293e-06,9.476725182366863e-08,1,C2.5
2026-06-13 13:25:00+00:00,2.192397687394987e-06,9.244602949820546e-08,1,C2.5
2026-06-13 13:26:00+00:00,2.165613523175125e-06,9.043915127904256e-08,1,C2.5
2026-06-13 13:27:00+00:00,2.1429339085443644e-06,8.841345788823674e-08,1,C2.5
2026-06-13 13:28:00+00:00,2.1021803604526212e-06,8.458583522497065e-08,1,C2.5
2026-06-13 13:29:00+00:00,2.064984755634214e-06,8.067660672850252e-08,1,C2.5
2026-06-13 13:30:00+00:00,2.031284566328395e-06,8.175792487463696e-08,1,C2.5
2026-06-13 13:31:00+00:00,1.9891040210495703e-06,7.755206610227106e-08,1,C2.5
2026-06-13 13:32:00+00:00,1.956165760930162e-06,7.362617537864935e-08,1,C2.5
2026-06-13 13:33:00+00:00,1.927278844959801e-06,7.073791152834019e-08,1,C2.5
2026-06-13 13:34:00+00:00,1.905443127725448e-06,6.972265254034937e-08,1,C2.5
2026-06-13 13:35:00+00:00,1.8823224081643275e-06,6.797116469670073e-08,1,C2.5
2026-06-13 13:36:00+00:00,1.8421621916786535e-06,6.506390093363734e-08,1,C2.5
2026-06-13 13:37:00+00:00,1.8134654737878009e-06,6.37355128674244e-08,1,C2.5
2026-06-13 13:38:00+00:00,1.7762940842658281e-06,6.175882560910395e-08,1,C2.5
2026-06-13 13:39:00+00:00,1.7496377040515654e-06,5.847529038760513e-08,1,C2.5
2026-06-13 13:40:00+00:00,1.7229980358024477e-06,5.75047778283988e-08,1,C2.5
2026-06-13 13:41:00+00:00,1.7007979522531969e-06,5.7420709964617345e-08,1,C2.5
2026-06-13 13:42:00+00:00,1.6780686564743519e-06,5.412449866071256e-08,1,C2.5
2026-06-13 13:43:00+00:00,1.6483475064887898e-06,5.212324794001688e-08,1,C2.5
2026-06-13 13:44:00+00:00,1.61811328780459e-06,4.997645319804178e-08,1,C2.5
2026-06-13 13:45:00+00:00,1.5887468407527194e-06,5.067838770855815e-08,1,C2.5
2026-06-13 13:46:00+00:00,1.5596832554365392e-06,4.6465753911206775e-08,1,C2.5
2026-06-13 13:47:00+00:00,1.528884467916214e-06,4.63600713374035e-08,0,
2026-06-13 13:48:00+00:00,1.505807631474454e-06,4.5636475931587484e-08,0,
2026-06-13 13:49:00+00:00,1.4847491911496036e-06,4.4941184995650474e-08,0,
2026-06-13 13:50:00+00:00,1.4584852578991558e-06,4.346746962369252e-08,0,
2026-06-13 13:51:00+00:00,1.440872892999323e-06,4.235823780618375e-08,0,
2026-06-13 13:52:00+00:00,1.4218658179743215e-06,4.236485651176736e-08,0,
2026-06-13 13:53:00+00:00,1.3982495374875725e-06,3.946405158217203e-08,0,
2026-06-13 13:54:00+00:00,1.374971589029883e-06,3.816263571820855e-08,0,
2026-06-13 13:55:00+00:00,1.3496783139999025e-06,3.47745654494247e-08,0,
2026-06-13 13:56:00+00:00,1.3270199588077958e-06,3.36117444987849e-08,0,
2026-06-13 13:57:00+00:00,1.3061546724202344e-06,3.2709117192553094e-08,0,
2026-06-13 13:58:00+00:00,1.2868199519289192e-06,3.224417355340847e-08,0,
2026-06-13 13:59:00+00:00,1.2650291409954662e-06,3.0783869675587994e-08,0,
2026-06-13 14:00:00+00:00,1.2458619949029526e-06,3.089089872787554e-08,0,
2026-06-13 14:01:00+00:00,1.2321697795414366e-06,2.9395604173032552e-08,0,
2026-06-13 14:02:00+00:00,1.221232309944753e-06,3.042130103381169e-08,0,
2026-06-13 14:03:00+00:00,1.2100394997105468e-06,2.8491315973155906e-08,0,
2026-06-13 14:04:00+00:00,1.1993107591479202e-06,2.7742100172645223e-08,0,
2026-06-13 14:05:00+00:00,1.181599373012432e-06,2.7220863785260008e-08,0,
2026-06-13 14:06:00+00:00,1.1649852922346327e-06,2.6941567199401106e-08,0,
2026-06-13 14:07:00+00:00,1.1544273093022639e-06,2.7525647539050624e-08,0,
2026-06-13 14:08:00+00:00,1.1479376098577632e-06,2.7230164789671107e-08,0,
2026-06-13 14:09:00+00:00,1.1357512903487077e-06,2.6522201324041816e-08,0,
2026-06-13 14:10:00+00:00,1.1172608083143132e-06,2.5007592441284032e-08,0,
2026-06-13 14:11:00+00:00,1.1040996241717949e-06,2.490138406585629e-08,0,
2026-06-13 14:12:00+00:00,1.0912452808042872e-06,2.5300062489463926e-08,0,
2026-06-13 14:13:00+00:00,1.0799591336763115e-06,2.3341458543768567e-08,0,
2026-06-13 14:14:00+00:00,1.0668283039194648e-06,2.343279348338001e-08,0,
2026-06-13 14:15:00+00:00,1.0546525572863175e-06,2.2161771084938664e-08,0,
2026-06-13 14:16:00+00:00,1.0408630259917118e-06,2.2475781236153125e-08,0,
2026-06-13 14:17:00+00:00,1.026468680720427e-06,1.912859737274175e-08,0,
2026-06-13 14:18:00+00:00,1.0099258815898793e-06,2.0479918205751346e-08,0,
2026-06-13 14:19:00+00:00,1.0021469734056154e-06,2.0306181625073805e-08,0,
2026-06-13 14:20:00+00:00,9.891743957268773e-07,1.8908934862338356e-08,0,
2026-06-13 14:21:00+00:00,9.787116823645192e-07,1.7477340463756263e-08,0,
2026-06-13 14:22:00+00:00,9.697831728772144e-07,1.8073084362413283e-08,0,
2026-06-13 14:23:00+00:00,9.612263056624215e-07,1.6873290320518208e-08,0,
2026-06-13 14:24:00+00:00,9.555824362905696e-07,1.5563065502988138e-08,0,
2026-06-13 14:25:00+00:00,9.498616009295802e-07,1.5746818959883058e-08,0,
2026-06-13 14:26:00+00:00,9.334999049315229e-07,1.3986601210547178e-08,0,
2026-06-13 14:27:00+00:00,9.128058877649892e-07,1.3460684122890143e-08,0,
2026-06-13 14:28:00+00:00,9.003824743558653e-07,1.2716316000194183e-08,0,
2026-06-13 14:29:00+00:00,8.884663884600741e-07,1.5581555601329455e-08,0,
2026-06-13 14:30:00+00:00,8.822918857731565e-07,1.4281406279792463e-08,0,
2026-06-13 14:31:00+00:00,8.751628683967283e-07,1.527024906522456e-08,0,
2026-06-13 14:32:00+00:00,8.594014389018412e-07,1.5270119391175285e-08,0,
2026-06-13 14:33:00+00:00,8.474502806166129e-07,1.4071920517721992e-08,0,
2026-06-13 14:34:00+00:00,8.382390319638944e-07,1.2798097692723331e-08,0,
2026-06-13 14:35:00+00:00,8.329440106535912e-07,1.140817307287989e-08,0,
2026-06-13 14:36:00+00:00,8.314433443956659e-07,1.2414766104029695e-08,0,
2026-06-13 14:37:00+00:00,8.38091750665626e-07,1.3217062111436917e-08,0,
2026-06-13 14:38:00+00:00,8.384002398997836e-07,1.5803259145741322e-08,0,
2026-06-13 14:39:00+00:00,9.305695130024105e-07,2.3260081860598802e-08,0,
2026-06-13 14:40:00+00:00,9.559370255374233e-07,2.300312118563852e-08,0,
2026-06-13 14:41:00+00:00,9.137767165157129e-07,1.763110368813159e-08,0,
2026-06-13 14:42:00+00:00,8.723824862499896e-07,1.4759559796573285e-08,0,
2026-06-13 14:43:00+00:00,8.661479000693362e-07,1.5115684703914667e-08,0,
2026-06-13 14:44:00+00:00,8.64776609432738e-07,1.6206527675421967e-08,0,
2026-06-13 14:45:00+00:00,8.826336284073477e-07,1.504639435268018e-08,0,
2026-06-13 14:46:00+00:00,9.886083489618613e-07,2.6923649087962076e-08,0,
2026-06-13 14:47:00+00:00,1.0476045417817659e-06,3.1703756064871413e-08,0,
2026-06-13 14:48:00+00:00,1.0401023473605164e-06,2.9578426818943626e-08,0,
2026-06-13 14:49:00+00:00,1.0215275096925325e-06,2.5454502505795062e-08,0,
2026-06-13 14:50:00+00:00,1.0049342336060363e-06,2.2769974350467237e-08,0,
2026-06-13 14:51:00+00:00,9.967002370103728e-07,2.3161037532304363e-08,0,
2026-06-13 14:52:00+00:00,9.835914625000441e-07,2.0291786029247305e-08,0,
2026-06-13 14:53:00+00:00,9.787149792828131e-07,1.752542111432831e-08,0,
2026-06-13 14:54:00+00:00,9.707273420644924e-07,1.7533103857658716e-08,0,
2026-06-13 14:55:00+00:00,9.65801632446528e-07,1.8516693955916708e-08,0,
2026-06-13 14:56:00+00:00,9.524734423393966e-07,1.6007646763682715e-08,0,
2026-06-13 14:57:00+00:00,9.390373065798485e-07,1.5821679966165902e-08,0,
2026-06-13 14:58:00+00:00,9.215727345690539e-07,1.6915866041244954e-08,0,
2026-06-13 14:59:00+00:00,9.050563676282763e-07,1.5221583993252352e-08,0,
2026-06-13 15:00:00+00:00,8.877022423803282e-07,1.2556910178318503e-08,0,
2026-06-13 15:01:00+00:00,8.748931463742338e-07,1.3544092958284182e-08,0,
2026-06-13 15:02:00+00:00,8.584884199080989e-07,1.217398715169793e-08,0,
2026-06-13 15:03:00+00:00,8.418069796789496e-07,1.2555863904140097e-08,0,
2026-06-13 15:04:00+00:00,8.24105086394411e-07,8.607715429320706e-09,0,
2026-06-13 15:05:00+00:00,8.082899398687005e-07,8.955368002716568e-09,0,
2026-06-13 15:06:00+00:00,7.967251463014691e-07,9.108837240034973e-09,0,
2026-06-13 15:07:00+00:00,7.808950499565981e-07,7.455336792361322e-09,0,
2026-06-13 15:08:00+00:00,7.681583156227134e-07,7.621838271631987e-09,0,
2026-06-13 15:09:00+00:00,7.546234428446041e-07,6.9264003421665166e-09,0,
2026-06-13 15:10:00+00:00,7.462170401595358e-07,8.258510320047208e-09,0,
2026-06-13 15:11:00+00:00,7.347904329435551e-07,6.612041580922323e-09,0,
2026-06-13 15:12:00+00:00,7.240166155497718e-07,6.519585760145219e-09,0,
2026-06-13 15:13:00+00:00,7.167925559770083e-07,6.112133021929367e-09,0,
2026-06-13 15:14:00+00:00,7.083583568601171e-07,4.4984038716222585e-09,0,
2026-06-13 15:15:00+00:00,7.050741146485962e-07,4.5503130152724225e-09,0,
2026-06-13 15:16:00+00:00,6.991722898419539e-07,4.938453201930315e-09,0,
2026-06-13 15:17:00+00:00,6.92240803346067e-07,5.829247307076457e-09,0,
2026-06-13 15:18:00+00:00,6.855553920104285e-07,2.673908650052681e-09,0,
2026-06-13 15:19:00+00:00,6.840739388280781e-07,3.4651843616728684e-09,0,
2026-06-13 15:20:00+00:00,6.806949386373162e-07,3.013538973917207e-09,0,
2026-06-13 15:21:00+00:00,6.738438287356985e-07,3.2903706426168355e-09,0,
2026-06-13 15:22:00+00:00,6.698166998830857e-07,3.933155134916433e-09,0,
2026-06-13 15:23:00+00:00,6.652476258750539e-07,5.347470466432469e-09,0,
2026-06-13 15:24:00+00:00,6.593459147552494e-07,4.930740704622849e-09,0,
2026-06-13 15:25:00+00:00,6.549631166308245e-07,3.685977523204542e-09,0,
2026-06-13 15:26:00+00:00,6.493918363048579e-07,4.6121857444347825e-09,0,
2026-06-13 15:27:00+00:00,6.459924861701438e-07,3.940554549330955e-09,0,
2026-06-13 15:28:00+00:00,6.427998187064077e-07,6.912200589681561e-09,0,
2026-06-13 15:29:00+00:00,6.42239797343791e-07,5.892039744992417e-09,0,
2026-06-13 15:30:00+00:00,6.404105192814313e-07,6.870838564765336e-09,0,
2026-06-13 15:31:00+00:00,6.406735337805003e-07,5.503222322289503e-09,0,
2026-06-13 15:32:00+00:00,6.388047495420324e-07,8.021717512463056e-09,0,
2026-06-13 15:33:00+00:00,6.386364930222044e-07,5.986574347360829e-09,0,
2026-06-13 15:34:00+00:00,6.389802820194745e-07,5.303179229088073e-09,0,
2026-06-13 15:35:00+00:00,6.365635840666073e-07,4.5541308502095035e-09,0,
2026-06-13 15:36:00+00:00,6.420660838557524e-07,5.259711777227949e-09,0,
2026-06-13 15:37:00+00:00,6.520532451759209e-07,5.145076809043303e-09,0,
2026-06-13 15:38:00+00:00,6.59042655115627e-07,6.730563661960787e-09,0,
2026-06-13 15:39:00+00:00,6.54922473586339e-07,5.844007500144244e-09,0,
2026-06-13 15:40:00+00:00,6.457888162003655e-07,5.7718874124645936e-09,0,
2026-06-13 15:41:00+00:00,6.364138016579091e-07,5.273945280492853e-09,0,
2026-06-13 15:42:00+00:00,6.332193720481882e-07,5.7075624226854416e-09,0,
2026-06-13 15:43:00+00:00,6.322687227111601e-07,8.254586347788972e-09,0,
2026-06-13 15:44:00+00:00,6.355284085657331e-07,3.5119511743175735e-09,0,
2026-06-13 15:45:00+00:00,6.333966666716151e-07,2.2655297637896865e-09,0,
2026-06-13 15:46:00+00:00,6.348838610392704e-07,4.3363534985019214e-09,0,
2026-06-13 15:47:00+00:00,6.346036229842866e-07,4.4084589312376465e-09,0,
2026-06-13 15:48:00+00:00,6.310111757557024e-07,3.3024571965967198e-09,0,
2026-06-13 15:49:00+00:00,6.276562203311187e-07,3.0498552572311155e-09,0,
2026-06-13 15:50:00+00:00,6.252164439501939e-07,4.037828738034932e-09,0,
2026-06-13 15:51:00+00:00,6.238939818103972e-07,6.2563572100771125e-09,0,
2026-06-13 15:52:00+00:00,6.193633907969343e-07,4.0108245613623694e-09,0,
2026-06-13 15:53:00+00:00,6.167850870042457e-07,2.1782098347244983e-09,0,
2026-06-13 15:54:00+00:00,6.114488542152685e-07,2.8228244186578877e-09,0,
2026-06-13 15:55:00+00:00,6.062066404410871e-07,5.0226440784229e-09,0,
2026-06-13 15:56:00+00:00,6.009548201291182e-07,3.4628380163326256e-09,0,
2026-06-13 15:57:00+00:00,6.00690668761672e-07,2.9579192428741408e-09,0,
2026-06-13 15:58:00+00:00,5.961466627013579e-07,1.7942718422148118e-09,0,
2026-06-13 15:59:00+00:00,5.962970703876636e-07,3.751773114402113e-09,0,
2026-06-13 16:00:00+00:00,5.932832891630824e-07,4.224777860883933e-09,0,
2026-06-13 16:01:00+00:00,5.901840722799534e-07,2.7047657447099027e-09,0,
2026-06-13 16:02:00+00:00,5.901332542634918e-07,1.992841003328749e-09,0,
2026-06-13 16:03:00+00:00,5.865236971658305e-07,1.2438616803223113e-09,0,
2026-06-13 16:04:00+00:00,5.854063829247025e-07,9.999999717180685e-10,0,
2026-06-13 16:05:00+00:00,5.927161055296892e-07,2.4513069352138928e-09,0,
2026-06-13 16:06:00+00:00,5.968509526610433e-07,1.9868953149426716e-09,0,
2026-06-13 16:07:00+00:00,5.977266823720129e-07,2.013514688314899e-09,0,
2026-06-13 16:08:00+00:00,5.983678192933439e-07,2.0562060942808102e-09,0,
2026-06-13 16:09:00+00:00,6.020833325237618e-07,1.6694566840058656e-09,0,
2026-06-13 16:10:00+00:00,5.990837621538958e-07,1.5877846815115504e-09,0,
2026-06-13 16:11:00+00:00,5.937868650107703e-07,1.459150689164801e-09,0,
2026-06-13 16:12:00+00:00,5.939579068581224e-07,2.143148547517626e-09,0,
2026-06-13 16:13:00+00:00,5.953568233962869e-07,3.4565330597757793e-09,0,
2026-06-13 16:14:00+00:00,5.949744377176103e-07,1.9070689472044933e-09,0,
2026-06-13 16:15:00+00:00,5.991267357785546e-07,3.7876208835996295e-09,0,
2026-06-13 16:16:00+00:00,5.973177508167282e-07,2.4194359848905833e-09,0,
2026-06-13 16:17:00+00:00,5.982435595797142e-07,5.1967354863791115e-09,0,
2026-06-13 16:18:00+00:00,5.952704213996185e-07,2.4284392274864786e-09,0,
2026-06-13 16:19:00+00:00,5.89234332437627e-07,2.084030725768571e-09,0,
2026-06-13 16:20:00+00:00,5.848903015248652e-07,9.999999717180685e-10,0,
2026-06-13 16:21:00+00:00,5.80539904149191e-07,9.999999717180685e-10,0,
2026-06-13 16:22:00+00:00,5.773962357125129e-07,9.999999717180685e-10,0,
2026-06-13 16:23:00+00:00,5.720698368349986e-07,9.999999717180685e-10,0,
2026-06-13 16:24:00+00:00,5.72162377920904e-07,9.999999717180685e-10,0,
2026-06-13 16:25:00+00:00,5.712532242796442e-07,9.999999717180685e-10,0,
2026-06-13 16:26:00+00:00,5.707378818442521e-07,1.3044980651244487e-09,0,
2026-06-13 16:27:00+00:00,5.692150466529711e-07,2.616395766708024e-09,0,
2026-06-13 16:28:00+00:00,5.714954340874101e-07,9.999999717180685e-10,0,
2026-06-13 16:29:00+00:00,5.702715952793369e-07,9.999999717180685e-10,0,
2026-06-13 16:30:00+00:00,5.746116471527785e-07,4.333877701157007e-09,0,
2026-06-13 16:31:00+00:00,5.846077328897081e-07,2.505505136696229e-09,0,
2026-06-13 16:32:00+00:00,5.964485580989276e-07,1.1983294356809893e-09,0,
2026-06-13 16:33:00+00:00,6.02088562118297e-07,3.618889188317098e-09,0,
2026-06-13 16:34:00+00:00,6.004706278872618e-07,2.4397062148295845e-09,0,
2026-06-13 16:35:00+00:00,5.992299634272058e-07,1.3509809937417572e-09,0,
2026-06-13 16:36:00+00:00,5.993409217808221e-07,2.4787307761897637e-09,0,
2026-06-13 16:37:00+00:00,5.927932420490833e-07,2.6631918892405793e-09,0,
2026-06-13 16:38:00+00:00,5.891781142963737e-07,5.1099156017642144e-09,0,
2026-06-13 16:39:00+00:00,5.827187692375446e-07,3.838956708079877e-09,0,
2026-06-13 16:40:00+00:00,5.765065225205035e-07,7.137144653057703e-09,0,
2026-06-13 16:41:00+00:00,5.745666840084596e-07,3.834329742602449e-09,0,
2026-06-13 16:42:00+00:00,5.706920660486503e-07,4.5405923465580145e-09,0,
